"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
132,56,"Female",33,7,0,22,"Premium","Monthly",664,27,1,"Churned","56-65","Established (25-36m)","Mid (500-699)","Low (7-12)","No Calls","Very Late (16-22d)","Neglected (22-30d)","Medium"
133,57,"Male",37,15,4,10,"Basic","Monthly",186,9,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
134,41,"Female",59,20,0,17,"Standard","Quarterly",978,11,0,"Retained","36-45","Champion (49-60m)","High (900-1000)","High (19-24)","No Calls","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
135,46,"Male",47,14,10,16,"Basic","Annual",996,16,1,"Churned","46-55","Loyal (37-48m)","High (900-1000)","Moderate (13-18)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","High"
136,65,"Female",26,17,10,25,"Basic","Annual",254,1,1,"Churned","56-65","Established (25-36m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
137,25,"Male",27,15,2,15,"Basic","Quarterly",123,19,0,"Retained","18-25","Established (25-36m)","Low (100-299)","Moderate (13-18)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
138,43,"Male",37,11,3,23,"Standard","Annual",377,9,0,"Retained","36-45","Loyal (37-48m)","Mid-Low (300-499)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","High"
139,65,"Male",13,4,3,12,"Basic","Monthly",921,3,0,"Retained","56-65","Growing (13-24m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
140,25,"Female",58,7,5,9,"Basic","Annual",920,22,0,"Retained","18-25","Champion (49-60m)","High (900-1000)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
141,45,"Male",56,29,0,24,"Standard","Annual",335,18,0,"Retained","36-45","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","No Calls","Severely Late (23-30d)","Concerning (15-21d)","Medium"
142,20,"Male",59,10,5,5,"Premium","Quarterly",803,15,0,"Retained","18-25","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
143,38,"Male",10,9,1,30,"Premium","Annual",888,28,0,"Retained","36-45","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
144,43,"Female",16,20,10,26,"Basic","Annual",712,2,0,"Retained","36-45","Growing (13-24m)","Mid-High (700-899)","High (19-24)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
145,24,"Male",8,12,9,15,"Basic","Annual",257,18,0,"Retained","18-25","Early (1-12m)","Low (100-299)","Low (7-12)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
146,56,"Female",2,20,6,17,"Basic","Quarterly",355,12,0,"Retained","56-65","Early (1-12m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
147,61,"Male",58,24,9,5,"Premium","Monthly",201,20,0,"Retained","56-65","Champion (49-60m)","Low (100-299)","High (19-24)","Critical (9-10)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
148,38,"Female",16,13,2,28,"Premium","Annual",133,24,1,"Churned","36-45","Growing (13-24m)","Low (100-299)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
149,39,"Male",24,6,5,28,"Premium","Quarterly",910,22,1,"Churned","36-45","Growing (13-24m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
150,29,"Male",42,8,8,21,"Premium","Quarterly",419,27,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
151,31,"Male",20,12,1,7,"Premium","Annual",115,7,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","Low (7-12)","Low (1-2)","Slightly Late (1-7d)","Recent (1-7d)","Low"
152,25,"Male",22,5,5,29,"Basic","Monthly",121,20,0,"Retained","18-25","Growing (13-24m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
153,62,"Male",22,30,9,21,"Basic","Annual",736,24,0,"Retained","56-65","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
154,64,"Male",13,16,10,18,"Standard","Annual",934,11,0,"Retained","56-65","Growing (13-24m)","High (900-1000)","Moderate (13-18)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","High"
155,57,"Female",7,27,7,23,"Standard","Annual",640,1,0,"Retained","56-65","Early (1-12m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
156,48,"Male",41,25,10,1,"Standard","Annual",119,13,0,"Retained","46-55","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
157,21,"Male",3,8,5,15,"Premium","Quarterly",994,25,0,"Retained","18-25","Early (1-12m)","High (900-1000)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
158,26,"Female",16,10,0,14,"Standard","Annual",411,19,0,"Retained","26-35","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","No Calls","Moderately Late (8-15d)","Concerning (15-21d)","Low"
159,63,"Male",36,21,8,0,"Premium","Annual",817,22,0,"Retained","56-65","Established (25-36m)","Mid-High (700-899)","High (19-24)","High (6-8)","On Time","Neglected (22-30d)","Medium"
160,28,"Male",14,5,3,4,"Premium","Monthly",200,7,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
161,36,"Male",51,1,0,7,"Premium","Annual",837,16,0,"Retained","36-45","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","No Calls","Slightly Late (1-7d)","Concerning (15-21d)","Low"
162,31,"Male",34,23,5,12,"Standard","Quarterly",164,2,0,"Retained","26-35","Established (25-36m)","Low (100-299)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
163,64,"Female",46,2,1,12,"Basic","Quarterly",413,12,0,"Retained","56-65","Loyal (37-48m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
164,49,"Female",53,16,5,3,"Standard","Annual",423,15,0,"Retained","46-55","Champion (49-60m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
165,58,"Female",54,18,1,29,"Premium","Quarterly",235,29,1,"Churned","56-65","Champion (49-60m)","Low (100-299)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
166,51,"Male",6,22,7,23,"Premium","Quarterly",862,3,0,"Retained","46-55","Early (1-12m)","Mid-High (700-899)","High (19-24)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
167,62,"Female",10,11,5,1,"Standard","Quarterly",775,6,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
168,41,"Female",55,17,10,12,"Premium","Monthly",259,22,0,"Retained","36-45","Champion (49-60m)","Low (100-299)","Moderate (13-18)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
169,22,"Female",59,9,4,9,"Basic","Monthly",581,4,0,"Retained","18-25","Champion (49-60m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
170,56,"Male",52,27,5,13,"Standard","Annual",796,25,0,"Retained","56-65","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
171,59,"Female",20,8,10,3,"Standard","Annual",317,20,0,"Retained","56-65","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Critical (9-10)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
172,51,"Female",6,1,9,18,"Standard","Quarterly",354,12,1,"Churned","46-55","Early (1-12m)","Mid-Low (300-499)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
173,57,"Male",5,13,7,3,"Basic","Quarterly",821,16,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
174,56,"Female",36,4,4,21,"Premium","Quarterly",946,30,1,"Churned","56-65","Established (25-36m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","Critical"
175,23,"Male",42,23,6,24,"Standard","Monthly",838,6,1,"Churned","18-25","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
176,33,"Female",52,26,0,10,"Standard","Quarterly",136,4,0,"Retained","26-35","Champion (49-60m)","Low (100-299)","Very High (25-30)","No Calls","Moderately Late (8-15d)","Recent (1-7d)","Low"
177,29,"Male",31,30,8,24,"Premium","Quarterly",150,11,1,"Churned","26-35","Established (25-36m)","Low (100-299)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
178,49,"Male",40,11,4,17,"Premium","Monthly",546,7,0,"Retained","46-55","Loyal (37-48m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","High"
179,25,"Female",28,8,4,23,"Premium","Monthly",716,1,1,"Churned","18-25","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","High"
180,37,"Male",1,7,4,22,"Standard","Annual",699,15,0,"Retained","36-45","Early (1-12m)","Mid (500-699)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
181,45,"Male",40,10,10,28,"Premium","Annual",912,8,1,"Churned","36-45","Loyal (37-48m)","High (900-1000)","Low (7-12)","Critical (9-10)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
182,53,"Male",13,11,9,14,"Basic","Annual",350,9,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","Critical (9-10)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
183,33,"Female",60,24,10,18,"Premium","Monthly",423,24,1,"Churned","26-35","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
184,20,"Male",5,22,8,0,"Premium","Monthly",973,25,0,"Retained","18-25","Early (1-12m)","High (900-1000)","High (19-24)","High (6-8)","On Time","Neglected (22-30d)","Medium"
185,62,"Male",26,18,1,16,"Standard","Annual",683,12,0,"Retained","56-65","Established (25-36m)","Mid (500-699)","Moderate (13-18)","Low (1-2)","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
186,37,"Male",55,8,8,4,"Standard","Monthly",561,16,0,"Retained","36-45","Champion (49-60m)","Mid (500-699)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
187,51,"Male",38,21,4,5,"Basic","Quarterly",203,26,0,"Retained","46-55","Loyal (37-48m)","Low (100-299)","High (19-24)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Low"
188,21,"Female",41,13,8,22,"Premium","Monthly",538,18,1,"Churned","18-25","Loyal (37-48m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","Critical"
189,64,"Male",60,25,5,8,"Premium","Annual",720,24,0,"Retained","56-65","Champion (49-60m)","Mid-High (700-899)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
190,41,"Male",50,15,6,1,"Standard","Annual",588,10,0,"Retained","36-45","Champion (49-60m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
191,44,"Male",44,30,0,26,"Standard","Monthly",656,6,0,"Retained","36-45","Loyal (37-48m)","Mid (500-699)","Very High (25-30)","No Calls","Severely Late (23-30d)","Recent (1-7d)","Medium"
192,20,"Male",4,26,8,12,"Standard","Annual",733,4,0,"Retained","18-25","Early (1-12m)","Mid-High (700-899)","Very High (25-30)","High (6-8)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
193,18,"Male",28,12,3,20,"Standard","Monthly",261,13,0,"Retained","18-25","Established (25-36m)","Low (100-299)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","High"
194,41,"Female",58,24,9,16,"Standard","Annual",447,20,1,"Churned","36-45","Champion (49-60m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","High"
195,50,"Male",46,2,4,28,"Premium","Annual",527,19,0,"Retained","46-55","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
196,59,"Male",41,29,3,1,"Basic","Quarterly",833,5,0,"Retained","56-65","Loyal (37-48m)","Mid-High (700-899)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Low"
197,39,"Male",29,25,4,2,"Standard","Quarterly",254,20,0,"Retained","36-45","Established (25-36m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
198,19,"Male",17,11,6,24,"Standard","Quarterly",715,15,0,"Retained","18-25","Growing (13-24m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
199,29,"Female",56,21,3,26,"Basic","Quarterly",239,29,1,"Churned","26-35","Champion (49-60m)","Low (100-299)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
200,45,"Female",20,1,4,15,"Standard","Monthly",224,13,0,"Retained","36-45","Growing (13-24m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
201,36,"Male",24,29,1,26,"Premium","Monthly",566,8,0,"Retained","36-45","Growing (13-24m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
202,20,"Female",9,27,5,16,"Standard","Annual",295,21,0,"Retained","18-25","Early (1-12m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
203,30,"Female",44,22,4,18,"Standard","Quarterly",890,12,0,"Retained","26-35","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","High"
204,33,"Male",5,25,1,26,"Standard","Annual",821,27,0,"Retained","26-35","Early (1-12m)","Mid-High (700-899)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
205,27,"Male",29,30,4,3,"Basic","Annual",258,18,0,"Retained","26-35","Established (25-36m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
206,36,"Female",26,7,2,3,"Basic","Annual",371,8,0,"Retained","36-45","Established (25-36m)","Mid-Low (300-499)","Low (7-12)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
207,33,"Male",35,29,9,18,"Basic","Monthly",335,8,1,"Churned","26-35","Established (25-36m)","Mid-Low (300-499)","Very High (25-30)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","High"
208,18,"Male",33,18,1,22,"Basic","Annual",312,29,0,"Retained","18-25","Established (25-36m)","Mid-Low (300-499)","Moderate (13-18)","Low (1-2)","Very Late (16-22d)","Neglected (22-30d)","Medium"
209,64,"Male",13,20,0,22,"Standard","Quarterly",749,14,0,"Retained","56-65","Growing (13-24m)","Mid-High (700-899)","High (19-24)","No Calls","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
210,48,"Male",36,19,1,13,"Premium","Annual",140,28,0,"Retained","46-55","Established (25-36m)","Low (100-299)","High (19-24)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
211,57,"Female",15,4,5,30,"Standard","Quarterly",960,21,1,"Churned","56-65","Growing (13-24m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
212,28,"Female",22,5,1,2,"Premium","Quarterly",838,10,0,"Retained","26-35","Growing (13-24m)","Mid-High (700-899)","Very Low (1-6)","Low (1-2)","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
213,28,"Male",56,7,2,25,"Basic","Monthly",854,26,0,"Retained","26-35","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
214,22,"Female",45,29,8,7,"Standard","Monthly",344,17,0,"Retained","18-25","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
215,56,"Male",11,10,10,10,"Basic","Annual",841,26,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
216,23,"Female",31,15,6,11,"Basic","Quarterly",705,24,0,"Retained","18-25","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
217,59,"Male",44,7,8,9,"Standard","Annual",890,26,0,"Retained","56-65","Loyal (37-48m)","Mid-High (700-899)","Low (7-12)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
218,46,"Male",27,25,6,8,"Basic","Monthly",150,28,0,"Retained","46-55","Established (25-36m)","Low (100-299)","Very High (25-30)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
219,56,"Male",8,11,10,12,"Premium","Quarterly",866,15,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
220,37,"Female",25,19,8,26,"Standard","Monthly",212,13,1,"Churned","36-45","Established (25-36m)","Low (100-299)","High (19-24)","High (6-8)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
221,36,"Male",46,5,2,11,"Premium","Quarterly",524,6,0,"Retained","36-45","Loyal (37-48m)","Mid (500-699)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Recent (1-7d)","Low"
222,59,"Male",36,16,4,26,"Standard","Annual",894,29,0,"Retained","56-65","Established (25-36m)","Mid-High (700-899)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
223,56,"Female",15,19,3,2,"Standard","Quarterly",650,3,0,"Retained","56-65","Growing (13-24m)","Mid (500-699)","High (19-24)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Low"
224,51,"Female",32,20,2,24,"Standard","Quarterly",505,21,0,"Retained","46-55","Established (25-36m)","Mid (500-699)","High (19-24)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
225,38,"Female",29,18,4,16,"Standard","Annual",909,24,0,"Retained","36-45","Established (25-36m)","High (900-1000)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
226,20,"Male",60,29,7,22,"Standard","Quarterly",298,23,1,"Churned","18-25","Champion (49-60m)","Low (100-299)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","Critical"
227,60,"Female",16,24,6,21,"Basic","Monthly",725,14,1,"Churned","56-65","Growing (13-24m)","Mid-High (700-899)","High (19-24)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
228,49,"Male",59,9,2,18,"Premium","Annual",733,18,0,"Retained","46-55","Champion (49-60m)","Mid-High (700-899)","Low (7-12)","Low (1-2)","Very Late (16-22d)","Concerning (15-21d)","Medium"
229,20,"Female",55,25,1,26,"Premium","Quarterly",382,8,1,"Churned","18-25","Champion (49-60m)","Mid-Low (300-499)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Mild Gap (8-14d)","Medium"
230,58,"Female",29,20,0,20,"Standard","Quarterly",126,9,0,"Retained","56-65","Established (25-36m)","Low (100-299)","High (19-24)","No Calls","Very Late (16-22d)","Mild Gap (8-14d)","Medium"
231,27,"Male",50,1,10,30,"Standard","Annual",736,4,1,"Churned","26-35","Champion (49-60m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Recent (1-7d)","Critical"
232,20,"Female",29,5,4,17,"Basic","Annual",584,26,0,"Retained","18-25","Established (25-36m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
233,63,"Male",46,2,4,9,"Basic","Quarterly",969,30,1,"Churned","56-65","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
